Portfolio value change between 2026-07-31 and 2026-08-03

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.312,-0.018,-1.35%,153181,200973.47,-2757.26
AMP,2.125,-0.025,-1.16%,70000,148750.0,-1750.0
ASM,0.99,-0.005,-0.50%,57458,56883.42,-287.29
BHP,60.31,0.0,0.00%,11065,667330.15,0.0
CAN,0.003,0.001,50.00%,44090,132.27,44.09
CBA,177.29,-0.24,-0.14%,0,0.0,0.0
CNB,0.752,0.012,1.62%,10000,7520.0,120.0
CSL,124.43,1.37,1.11%,4000,497720.0,5480.0
E25,0.25,0.005,2.04%,20000,5000.0,100.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.082,0.001,1.23%,9412,771.78,9.41
VML,0.1,-0.005,-4.76%,6000,600.0,-30.0
WBC,37.99,0.12,0.32%,0,0.0,0.0
WDS,32.415,-0.535,-1.62%,1288,41750.52,-689.08
TOTAL,,,,,1627431.62,-1160.13
