Portfolio value change between 2026-06-23 and 2026-06-24

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.515,-0.09,-5.61%,153181,232069.21,-13786.29
AMP,1.605,0.005,0.31%,70000,112350.0,350.0
ASM,1.285,-0.035,-2.65%,57458,73833.53,-2011.03
BHP,59.5,-0.42,-0.70%,9000,535500.0,-3780.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,164.79,0.58,0.35%,0,0.0,0.0
CNB,0.595,0.0,0.00%,10000,5950.0,0.0
CSL,114.99,2.95,2.63%,3000,344970.0,8850.0
E25,0.205,-0.025,-10.87%,20000,4100.0,-500.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.097,0.0,0.00%,9412,912.96,0.0
VML,0.105,0.0,0.00%,6000,630.0,0.0
WBC,35.78,0.3,0.85%,0,0.0,0.0
WDS,28.24,-0.41,-1.43%,1288,36373.12,-528.08
TOTAL,,,,,1348265.19,-11405.4
