Portfolio value change between 2026-04-07 and 2026-04-08

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.72,0.165,10.61%,153181,263471.32,25274.87
AMP,1.31,0.045,3.56%,70000,91700.0,3150.0
ASM,1.48,0.015,1.02%,57458,85037.84,861.87
BHP,54.53,1.61,3.04%,16361,892165.33,26341.21
CAN,0.005,-0.001,-16.67%,44090,220.45,-44.09
CBA,180.21,3.27,1.85%,0,0.0,0.0
CNB,0.47,0.03,6.82%,10000,4700.0,300.0
E25,0.325,0.005,1.56%,20000,6500.0,100.0
ERA,0.003,-0.001,-25.00%,700000,2100.0,-700.0
PTR,0.115,0.015,15.00%,9412,1082.38,141.18
VML,0.14,0.005,3.70%,6000,840.0,30.0
WBC,41.95,1.15,2.82%,0,0.0,0.0
WDS,32.06,-3.74,-10.45%,1288,41293.28,-4817.12
TOTAL,,,,,1389110.6,50637.92
