Portfolio value change between 2026-04-21 and 2026-04-22

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.65,-0.045,-2.65%,153181,252748.65,-6893.15
AMP,1.44,-0.03,-2.04%,70000,100800.0,-2100.0
ASM,1.6,0.0,0.00%,57458,91932.8,0.0
BHP,56.17,0.66,1.19%,16361,918997.37,10798.26
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,175.04,-4.54,-2.53%,0,0.0,0.0
CNB,0.465,-0.03,-6.06%,10000,4650.0,-300.0
E25,0.3,-0.02,-6.25%,20000,6000.0,-400.0
ERA,0.004,0.0,0.00%,700000,2800.0,0.0
PTR,0.105,0.0,0.00%,9412,988.26,0.0
VML,0.145,0.0,0.00%,6000,870.0,0.0
WBC,39.4,-0.85,-2.11%,0,0.0,0.0
WDS,30.79,-0.42,-1.35%,1288,39657.52,-540.96
TOTAL,,,,,1419665.05,564.16
