Portfolio value change between 2026-07-23 and 2026-07-24

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.33,-0.07,-5.00%,153181,203730.73,-10722.67
AMP,2.11,-0.02,-0.94%,70000,147700.0,-1400.0
ASM,1.04,-0.015,-1.42%,57458,59756.32,-861.87
BHP,58.85,-1.78,-2.94%,11065,651175.25,-19695.7
CAN,0.003,0.0,0.00%,44090,132.27,0.0
CBA,174.03,1.73,1.00%,0,0.0,0.0
CNB,0.48,-0.03,-5.88%,10000,4800.0,-300.0
CSL,114.22,-1.53,-1.32%,4000,456880.0,-6120.0
E25,0.25,0.01,4.17%,20000,5000.0,200.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.08,0.001,1.27%,9412,752.96,9.41
VML,0.0,-0.105,-100.00%,6000,0.0,-630.0
WBC,37.14,0.5,1.36%,0,0.0,0.0
WDS,32.37,0.57,1.79%,1288,41692.56,734.16
TOTAL,,,,,1571620.09,-40186.67
