Portfolio value change between 2026-06-09 and 2026-06-10

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.4,-0.02,-1.41%,153181,214453.4,-3063.62
AMP,1.535,-0.015,-0.97%,70000,107450.0,-1050.0
ASM,1.23,-0.05,-3.91%,57458,70673.34,-2872.9
BHP,60.2,0.12,0.20%,10000,602000.0,1200.0
CAN,0.004,0.0,0.00%,44090,176.36,0.0
CBA,160.24,-0.24,-0.15%,0,0.0,0.0
CNB,0.605,-0.035,-5.47%,10000,6050.0,-350.0
CSL,102.95,3.48,3.50%,3000,308850.0,10440.0
E25,0.22,-0.02,-8.33%,20000,4400.0,-400.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.1,-0.005,-4.76%,9412,941.2,-47.06
VML,0.105,-0.005,-4.55%,6000,630.0,-30.0
WBC,35.41,0.7,2.02%,0,0.0,0.0
WDS,31.04,-0.05,-0.16%,1288,39979.52,-64.4
TOTAL,,,,,1357003.82,3762.02
