Portfolio value change between 2026-07-22 and 2026-07-23

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.4,0.045,3.32%,153181,214453.4,6893.14
AMP,2.13,0.0,0.00%,70000,149100.0,0.0
ASM,1.055,-0.03,-2.76%,57458,60618.19,-1723.74
BHP,60.63,0.87,1.46%,11065,670870.95,9626.55
CAN,0.003,-0.001,-25.00%,44090,132.27,-44.09
CBA,172.3,0.61,0.36%,0,0.0,0.0
CNB,0.51,0.005,0.99%,10000,5100.0,50.0
CSL,115.75,-2.19,-1.86%,4000,463000.0,-8760.0
E25,0.24,0.0,0.00%,20000,4800.0,0.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.079,0.0,0.00%,9412,743.55,0.0
VML,0.105,0.005,5.00%,6000,630.0,30.0
WBC,36.64,0.3,0.83%,0,0.0,0.0
WDS,31.8,0.15,0.47%,1288,40958.4,193.2
TOTAL,,,,,1610406.76,4865.07
