Portfolio value change between 2026-01-30 and 2026-02-02

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.52,-0.115,-7.03%,153181,232835.12,-17615.81
AMP,1.67,-0.025,-1.47%,70000,116900.0,-1750.0
ASM,1.55,-0.165,-9.62%,57458,89059.9,-9480.57
BHP,49.42,-1.15,-2.27%,16361,808560.62,-18815.15
CAN,0.008,0.0,0.00%,44090,352.72,0.0
CBA,151.48,2.12,1.42%,0,0.0,0.0
CNB,0.465,-0.02,-4.12%,10000,4650.0,-200.0
E25,0.38,0.03,8.57%,20000,7600.0,600.0
ERA,0.003,-0.001,-25.00%,700000,2100.0,-700.0
PTR,0.25,-0.005,-1.96%,9412,2353.0,-47.06
VML,0.17,0.0,0.00%,6000,1020.0,0.0
WBC,38.92,0.1,0.26%,0,0.0,0.0
WDS,24.91,-0.46,-1.81%,1288,32084.08,-592.48
TOTAL,,,,,1297515.44,-48601.07
