Portfolio value change between 2026-01-19 and 2026-01-20

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.61,0.055,3.54%,153181,246621.41,8424.96
AMP,1.8,-0.015,-0.83%,70000,126000.0,-1050.0
ASM,0.725,-0.03,-3.97%,57458,41657.05,-1723.74
BHP,47.78,-0.97,-1.99%,16361,781728.58,-15870.17
CAN,0.009,0.0,0.00%,44090,396.81,0.0
CBA,150.48,-2.78,-1.81%,0,0.0,0.0
CNB,0.565,-0.025,-4.24%,10000,5650.0,-250.0
E25,0.365,-0.015,-3.95%,20000,7300.0,-300.0
ERA,0.003,0.001,50.00%,700000,2100.0,700.0
PTR,0.27,-0.005,-1.82%,9412,2541.24,-47.06
VML,0.19,-0.01,-5.00%,6000,1140.0,-60.0
WBC,38.59,-0.38,-0.98%,0,0.0,0.0
WDS,23.5,-0.25,-1.05%,1288,30268.0,-322.0
TOTAL,,,,,1245403.09,-10498.01
