Portfolio value change between 2026-04-16 and 2026-04-17

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.81,-0.045,-2.43%,153181,277257.61,-6893.14
AMP,1.425,-0.02,-1.38%,70000,99750.0,-1400.0
ASM,1.595,-0.005,-0.31%,57458,91645.51,-287.29
BHP,55.92,0.0,0.00%,16361,914907.12,0.0
CAN,0.006,0.001,20.00%,44090,264.54,44.09
CBA,178.23,0.12,0.07%,0,0.0,0.0
CNB,0.465,-0.01,-2.11%,10000,4650.0,-100.0
E25,0.325,-0.01,-2.99%,20000,6500.0,-200.0
ERA,0.004,0.0,0.00%,700000,2800.0,0.0
PTR,0.11,0.0,0.00%,9412,1035.32,0.0
VML,0.15,0.015,11.11%,6000,900.0,90.0
WBC,39.73,-0.29,-0.72%,0,0.0,0.0
WDS,32.73,-0.08,-0.24%,1288,42156.24,-103.04
TOTAL,,,,,1441866.34,-8849.39
