Portfolio value change between 2026-04-23 and 2026-04-24

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.6,-0.09,-5.33%,153181,245089.6,-13786.29
AMP,1.44,0.005,0.35%,70000,100800.0,350.0
ASM,1.7,0.035,2.10%,57458,97678.6,2011.03
BHP,56.1,0.07,0.12%,16361,917852.1,1145.27
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,174.49,1.11,0.64%,0,0.0,0.0
CNB,0.52,0.03,6.12%,10000,5200.0,300.0
E25,0.295,-0.005,-1.67%,20000,5900.0,-100.0
ERA,0.003,-0.001,-25.00%,700000,2100.0,-700.0
PTR,0.105,0.005,5.00%,9412,988.26,47.06
VML,0.147,0.002,1.38%,6000,882.0,12.0
WBC,39.01,-0.11,-0.28%,0,0.0,0.0
WDS,32.61,0.84,2.64%,1288,42001.68,1081.92
TOTAL,,,,,1418712.69,-9639.01
