Portfolio value change between 2025-12-11 and 2025-12-12

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.12,0.06,5.66%,153181,171562.72,9190.86
AMP,1.845,0.025,1.37%,70000,129150.0,1750.0
ASM,0.58,0.01,1.75%,57458,33325.64,574.58
BHP,45.59,0.49,1.09%,16361,745897.99,8016.89
CAN,0.008,-0.001,-11.11%,44090,352.72,-44.09
CBA,155.96,3.22,2.11%,0,0.0,0.0
CNB,0.425,0.045,11.84%,10000,4250.0,450.0
E25,0.31,0.02,6.90%,20000,6200.0,400.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.27,0.0,0.00%,9412,2541.24,0.0
VML,0.18,0.0,0.00%,6000,1080.0,0.0
WBC,38.8,0.54,1.41%,0,0.0,0.0
WDS,24.73,-0.02,-0.08%,1288,31852.24,-25.76
TOTAL,,,,,1127612.55,20312.48
