Portfolio value change between 2025-12-29 and 2025-12-30

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.357,-0.018,-1.31%,153181,207866.62,-2757.26
AMP,1.827,-0.003,-0.16%,70000,127890.0,-210.0
ASM,0.7,-0.015,-2.10%,57458,40220.6,-861.87
BHP,45.22,-0.23,-0.51%,16361,739844.42,-3763.03
CAN,0.009,0.0,0.00%,44090,396.81,0.0
CBA,161.565,1.075,0.67%,0,0.0,0.0
CNB,0.45,-0.005,-1.10%,10000,4500.0,-50.0
E25,0.315,0.0,0.00%,20000,6300.0,0.0
ERA,0.002,-0.001,-33.33%,700000,1400.0,-700.0
PTR,0.29,0.005,1.75%,9412,2729.48,47.06
VML,0.0,-0.18,-100.00%,6000,0.0,-1080.0
WBC,38.97,0.03,0.08%,0,0.0,0.0
WDS,23.46,0.38,1.65%,1288,30216.48,489.44
TOTAL,,,,,1161364.41,-8885.66
