Portfolio value change between 2025-12-16 and 2025-12-17

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.2,0.075,6.67%,153181,183817.2,11488.57
AMP,1.815,-0.02,-1.09%,70000,127050.0,-1400.0
ASM,0.59,0.03,5.36%,57458,33900.22,1723.74
BHP,44.41,0.17,0.38%,16361,726592.01,2781.37
CAN,0.01,0.002,25.00%,44090,440.9,88.18
CBA,153.86,-1.27,-0.82%,0,0.0,0.0
CNB,0.41,0.005,1.23%,10000,4100.0,50.0
E25,0.285,-0.005,-1.72%,20000,5700.0,-100.0
ERA,0.002,0.0,0.00%,700000,1400.0,0.0
PTR,0.26,0.01,4.00%,9412,2447.12,94.12
VML,0.19,0.01,5.56%,6000,1140.0,60.0
WBC,38.45,-0.03,-0.08%,0,0.0,0.0
WDS,23.42,-0.57,-2.38%,1288,30164.96,-734.16
TOTAL,,,,,1116752.41,14051.82
