Portfolio value change between 2026-07-28 and 2026-07-29

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.36,0.055,4.21%,153181,208326.16,8424.96
AMP,2.195,0.055,2.57%,70000,153650.0,3850.0
ASM,0.98,-0.045,-4.39%,57458,56308.84,-2585.61
BHP,60.1,0.73,1.23%,11065,665006.5,8077.45
CAN,0.003,-0.001,-25.00%,44090,132.27,-44.09
CBA,178.96,0.18,0.10%,0,0.0,0.0
CNB,0.755,0.01,1.34%,10000,7550.0,100.0
CSL,127.595,8.075,6.76%,4000,510380.0,32300.0
E25,0.25,0.0,0.00%,20000,5000.0,0.0
ERA,0.0,-0.002,-100.00%,700000,0.0,-1400.0
PTR,0.082,0.0,0.00%,9412,771.78,0.0
VML,0.105,0.005,5.00%,6000,630.0,30.0
WBC,37.89,-0.13,-0.34%,0,0.0,0.0
WDS,32.67,0.38,1.18%,1288,42078.96,489.44
TOTAL,,,,,1649834.51,49242.15
