Portfolio value change between 2026-05-22 and 2026-05-25

Ticker,Close,+/-,%,Units,Value,Day Gain
ALK,1.52,0.06,4.11%,153181,232835.12,9190.86
AMP,1.595,-0.005,-0.31%,70000,111650.0,-350.0
ASM,1.45,-0.01,-0.68%,57458,83314.1,-574.58
BHP,60.12,0.37,0.62%,13000,781560.0,4810.0
CAN,0.005,0.0,0.00%,44090,220.45,0.0
CBA,164.6,-1.07,-0.65%,0,0.0,0.0
CNB,0.64,0.09,16.36%,10000,6400.0,900.0
CSL,98.47,-1.29,-1.29%,2000,196940.0,-2580.0
E25,0.27,-0.005,-1.82%,20000,5400.0,-100.0
ERA,0.003,0.001,50.00%,700000,2100.0,700.0
PTR,0.11,0.005,4.76%,9412,1035.32,47.06
VML,0.13,-0.01,-7.14%,6000,780.0,-60.0
WBC,36.77,0.22,0.60%,0,0.0,0.0
WDS,30.74,-1.36,-4.24%,1288,39593.12,-1751.68
TOTAL,,,,,1461828.11,10231.66
